0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,2
0,0
0,0
0,0
1,0
1,1
0,0
0,0
0,0
0,0
25,56
0,0
0,0
1,2
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
1,1
0,0
3,4
0,0
0,0
0,0
0,0
0,0
0,0
0,1
1,1
0,1
5,10
17,54
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
5,2
0,0
0,0
0,0
0,0
1,0
2,38
0,0
0,0
0,0
2,3
0,0
1,1
0,4
0,1
0,0
0,0
0,0
2,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
3,1
0,0
6,6
7,12
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,1
4,1
0,0
0,1
0,0
0,0
0,5
1,0
5,1
3,8
0,0
0,0
0,0
0,0
0,2
0,0
0,0
0,0
0,0
0,0
1,5
0,0
10,47
0,1
0,0
0,0
0,0
0,2
0,2
0,0
0,0
3,3
0,0
2,2
0,0
0,0
0,1
0,0
0,0
1,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
1,1
0,0
2,4
4,11
0,0
0,3
0,0
0,0
0,0
11,4
0,0
0,0
0,0
0,0
0,0
0,0
0,6
0,0
0,0
0,1
0,0
0,0
0,0
0,0
5,20
5,5
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,6
0,0
4,2
0,0
1,0
0,0
0,2
0,0
0,0
0,0
0,12
5,6
0,1
0,0
1,3
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
1,1
2,6
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2
0,0
0,0
0,1
1,1
1,1
1,0
4,3
5,18
0,0
0,0
0,0
0,0
0,0
0,0
1,4
0,0
0,0
0,24
0,0
0,0
0,0
0,0
0,0
0,0
3,3
0,0
0,0
0,4
0,1
0,0
0,2
0,0
0,0
0,0
0,2
0,0
3,3
0,0
0,0
0,0
0,0
2,8
0,5
0,1
0,2
0,0
0,1
0,0
0,1
0,0
3,6
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
2,5
0,0
0,1
0,0
1,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19,32
0,0
0,0
0,0
1,1
3,3
0,0
0,0
0,0
0,0
0,0
0,3
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
